,inning,batting_team,bowling_team,ball,non_striker,batsman,bowler,extra_runs,batsman_run,total_runs,extras,player_out,elimination_kind,fielders_caught
0,1st innings,Kolkata Knight Riders,Rajasthan Royals,0.1,Shubman Gill,N Rana,JD Unadkat,0,0,0,,,,
1,1st innings,Kolkata Knight Riders,Rajasthan Royals,0.2,Shubman Gill,N Rana,JD Unadkat,0,0,0,,,,
2,1st innings,Kolkata Knight Riders,Rajasthan Royals,0.3,Shubman Gill,N Rana,JD Unadkat,0,2,2,,,,
3,1st innings,Kolkata Knight Riders,Rajasthan Royals,0.4,Shubman Gill,N Rana,JD Unadkat,0,1,1,,,,
4,1st innings,Kolkata Knight Riders,Rajasthan Royals,0.5,N Rana,Shubman Gill,JD Unadkat,0,0,0,,,,
5,1st innings,Kolkata Knight Riders,Rajasthan Royals,0.6,N Rana,Shubman Gill,JD Unadkat,0,0,0,,,,
6,1st innings,Kolkata Knight Riders,Rajasthan Royals,1.1,Shubman Gill,N Rana,C Sakariya,1,0,1,wides,,,
7,1st innings,Kolkata Knight Riders,Rajasthan Royals,1.2,Shubman Gill,N Rana,C Sakariya,0,0,0,,,,
8,1st innings,Kolkata Knight Riders,Rajasthan Royals,1.3,Shubman Gill,N Rana,C Sakariya,0,1,1,,,,
9,1st innings,Kolkata Knight Riders,Rajasthan Royals,1.4,N Rana,Shubman Gill,C Sakariya,0,0,0,,,,
10,1st innings,Kolkata Knight Riders,Rajasthan Royals,1.5,N Rana,Shubman Gill,C Sakariya,0,1,1,,,,
11,1st innings,Kolkata Knight Riders,Rajasthan Royals,1.6,Shubman Gill,N Rana,C Sakariya,0,0,0,,,,
12,1st innings,Kolkata Knight Riders,Rajasthan Royals,1.7,Shubman Gill,N Rana,C Sakariya,1,0,1,wides,,,
13,1st innings,Kolkata Knight Riders,Rajasthan Royals,1.8,Shubman Gill,N Rana,C Sakariya,0,1,1,,,,
14,1st innings,Kolkata Knight Riders,Rajasthan Royals,2.1,Shubman Gill,N Rana,JD Unadkat,0,0,0,,,,
15,1st innings,Kolkata Knight Riders,Rajasthan Royals,2.2,Shubman Gill,N Rana,JD Unadkat,0,4,4,,,,
16,1st innings,Kolkata Knight Riders,Rajasthan Royals,2.3,Shubman Gill,N Rana,JD Unadkat,0,0,0,,,,
17,1st innings,Kolkata Knight Riders,Rajasthan Royals,2.4,Shubman Gill,N Rana,JD Unadkat,0,0,0,,,,
18,1st innings,Kolkata Knight Riders,Rajasthan Royals,2.5,Shubman Gill,N Rana,JD Unadkat,0,1,1,,,,
19,1st innings,Kolkata Knight Riders,Rajasthan Royals,2.6,N Rana,Shubman Gill,JD Unadkat,0,1,1,,,,
20,1st innings,Kolkata Knight Riders,Rajasthan Royals,3.1,N Rana,Shubman Gill,Mustafizur Rahman,0,0,0,,,,
21,1st innings,Kolkata Knight Riders,Rajasthan Royals,3.2,N Rana,Shubman Gill,Mustafizur Rahman,0,0,0,,,,
22,1st innings,Kolkata Knight Riders,Rajasthan Royals,3.3,N Rana,Shubman Gill,Mustafizur Rahman,0,4,4,,,,
23,1st innings,Kolkata Knight Riders,Rajasthan Royals,3.4,N Rana,Shubman Gill,Mustafizur Rahman,0,0,0,,,,
24,1st innings,Kolkata Knight Riders,Rajasthan Royals,3.5,N Rana,Shubman Gill,Mustafizur Rahman,0,2,2,,,,
25,1st innings,Kolkata Knight Riders,Rajasthan Royals,3.6,N Rana,Shubman Gill,Mustafizur Rahman,0,1,1,,,,
26,1st innings,Kolkata Knight Riders,Rajasthan Royals,4.1,N Rana,Shubman Gill,CH Morris,0,0,0,,,,
27,1st innings,Kolkata Knight Riders,Rajasthan Royals,4.2,N Rana,Shubman Gill,CH Morris,0,0,0,,,,
28,1st innings,Kolkata Knight Riders,Rajasthan Royals,4.3,N Rana,Shubman Gill,CH Morris,0,0,0,,,,
29,1st innings,Kolkata Knight Riders,Rajasthan Royals,4.4,N Rana,Shubman Gill,CH Morris,0,0,0,,,,
30,1st innings,Kolkata Knight Riders,Rajasthan Royals,4.5,N Rana,Shubman Gill,CH Morris,0,2,2,,,,
31,1st innings,Kolkata Knight Riders,Rajasthan Royals,4.6,N Rana,Shubman Gill,CH Morris,0,0,0,,,,
32,1st innings,Kolkata Knight Riders,Rajasthan Royals,5.1,Shubman Gill,N Rana,Mustafizur Rahman,0,0,0,,,,
33,1st innings,Kolkata Knight Riders,Rajasthan Royals,5.2,Shubman Gill,N Rana,Mustafizur Rahman,0,1,1,,,,
34,1st innings,Kolkata Knight Riders,Rajasthan Royals,5.3,N Rana,Shubman Gill,Mustafizur Rahman,0,0,0,,,,
35,1st innings,Kolkata Knight Riders,Rajasthan Royals,5.4,N Rana,Shubman Gill,Mustafizur Rahman,0,0,0,,Shubman Gill,run out,
36,1st innings,Kolkata Knight Riders,Rajasthan Royals,5.5,RA Tripathi,N Rana,Mustafizur Rahman,0,0,0,,,,
37,1st innings,Kolkata Knight Riders,Rajasthan Royals,5.6,RA Tripathi,N Rana,Mustafizur Rahman,0,1,1,,,,
38,1st innings,Kolkata Knight Riders,Rajasthan Royals,6.1,RA Tripathi,N Rana,JD Unadkat,0,0,0,,,,
39,1st innings,Kolkata Knight Riders,Rajasthan Royals,6.2,RA Tripathi,N Rana,JD Unadkat,0,1,1,,,,
40,1st innings,Kolkata Knight Riders,Rajasthan Royals,6.3,N Rana,RA Tripathi,JD Unadkat,0,4,4,,,,
41,1st innings,Kolkata Knight Riders,Rajasthan Royals,6.4,N Rana,RA Tripathi,JD Unadkat,0,1,1,,,,
42,1st innings,Kolkata Knight Riders,Rajasthan Royals,6.5,RA Tripathi,N Rana,JD Unadkat,0,0,0,,,,
43,1st innings,Kolkata Knight Riders,Rajasthan Royals,6.6,RA Tripathi,N Rana,JD Unadkat,0,6,6,,,,
44,1st innings,Kolkata Knight Riders,Rajasthan Royals,7.1,N Rana,RA Tripathi,R Tewatia,0,1,1,,,,
45,1st innings,Kolkata Knight Riders,Rajasthan Royals,7.2,RA Tripathi,N Rana,R Tewatia,0,1,1,,,,
46,1st innings,Kolkata Knight Riders,Rajasthan Royals,7.3,N Rana,RA Tripathi,R Tewatia,0,1,1,,,,
