,inning,batting_team,bowling_team,ball,non_striker,batsman,bowler,extra_runs,batsman_run,total_runs,extras,player_out,elimination_kind,fielders_caught
0,1st innings,Chennai Super Kings,Rajasthan Royals,0.1,F du Plessis,RD Gaikwad,Akash Singh,0,4,4,,,,
1,1st innings,Chennai Super Kings,Rajasthan Royals,0.2,F du Plessis,RD Gaikwad,Akash Singh,0,0,0,,,,
2,1st innings,Chennai Super Kings,Rajasthan Royals,0.3,F du Plessis,RD Gaikwad,Akash Singh,0,0,0,,,,
3,1st innings,Chennai Super Kings,Rajasthan Royals,0.4,F du Plessis,RD Gaikwad,Akash Singh,0,0,0,,,,
4,1st innings,Chennai Super Kings,Rajasthan Royals,0.5,F du Plessis,RD Gaikwad,Akash Singh,0,2,2,,,,
5,1st innings,Chennai Super Kings,Rajasthan Royals,0.6,F du Plessis,RD Gaikwad,Akash Singh,0,4,4,,,,
6,1st innings,Chennai Super Kings,Rajasthan Royals,1.1,RD Gaikwad,F du Plessis,C Sakariya,0,0,0,,,,
7,1st innings,Chennai Super Kings,Rajasthan Royals,1.2,RD Gaikwad,F du Plessis,C Sakariya,0,0,0,,,,
8,1st innings,Chennai Super Kings,Rajasthan Royals,1.3,RD Gaikwad,F du Plessis,C Sakariya,0,1,1,,,,
9,1st innings,Chennai Super Kings,Rajasthan Royals,1.4,F du Plessis,RD Gaikwad,C Sakariya,0,0,0,,,,
10,1st innings,Chennai Super Kings,Rajasthan Royals,1.5,F du Plessis,RD Gaikwad,C Sakariya,0,0,0,,,,
11,1st innings,Chennai Super Kings,Rajasthan Royals,1.6,F du Plessis,RD Gaikwad,C Sakariya,0,1,1,,,,
12,1st innings,Chennai Super Kings,Rajasthan Royals,2.1,F du Plessis,RD Gaikwad,Akash Singh,0,1,1,,,,
13,1st innings,Chennai Super Kings,Rajasthan Royals,2.2,RD Gaikwad,F du Plessis,Akash Singh,0,2,2,,,,
14,1st innings,Chennai Super Kings,Rajasthan Royals,2.3,RD Gaikwad,F du Plessis,Akash Singh,0,1,1,,,,
15,1st innings,Chennai Super Kings,Rajasthan Royals,2.4,F du Plessis,RD Gaikwad,Akash Singh,0,0,0,,,,
16,1st innings,Chennai Super Kings,Rajasthan Royals,2.5,F du Plessis,RD Gaikwad,Akash Singh,0,4,4,,,,
17,1st innings,Chennai Super Kings,Rajasthan Royals,2.6,F du Plessis,RD Gaikwad,Akash Singh,0,0,0,,,,
18,1st innings,Chennai Super Kings,Rajasthan Royals,3.1,RD Gaikwad,F du Plessis,Mustafizur Rahman,0,1,1,,,,
19,1st innings,Chennai Super Kings,Rajasthan Royals,3.2,F du Plessis,RD Gaikwad,Mustafizur Rahman,0,1,1,,,,
20,1st innings,Chennai Super Kings,Rajasthan Royals,3.3,RD Gaikwad,F du Plessis,Mustafizur Rahman,0,1,1,,,,
21,1st innings,Chennai Super Kings,Rajasthan Royals,3.4,F du Plessis,RD Gaikwad,Mustafizur Rahman,0,1,1,,,,
22,1st innings,Chennai Super Kings,Rajasthan Royals,3.5,RD Gaikwad,F du Plessis,Mustafizur Rahman,0,0,0,,,,
23,1st innings,Chennai Super Kings,Rajasthan Royals,3.6,RD Gaikwad,F du Plessis,Mustafizur Rahman,0,1,1,,,,
24,1st innings,Chennai Super Kings,Rajasthan Royals,4.1,RD Gaikwad,F du Plessis,C Sakariya,0,4,4,,,,
25,1st innings,Chennai Super Kings,Rajasthan Royals,4.2,RD Gaikwad,F du Plessis,C Sakariya,0,4,4,,,,
26,1st innings,Chennai Super Kings,Rajasthan Royals,4.3,RD Gaikwad,F du Plessis,C Sakariya,0,0,0,,,,
27,1st innings,Chennai Super Kings,Rajasthan Royals,4.4,RD Gaikwad,F du Plessis,C Sakariya,0,0,0,,,,
28,1st innings,Chennai Super Kings,Rajasthan Royals,4.5,RD Gaikwad,F du Plessis,C Sakariya,0,1,1,,,,
29,1st innings,Chennai Super Kings,Rajasthan Royals,4.6,F du Plessis,RD Gaikwad,C Sakariya,0,0,0,,,,
30,1st innings,Chennai Super Kings,Rajasthan Royals,5.1,RD Gaikwad,F du Plessis,Mustafizur Rahman,0,1,1,,,,
31,1st innings,Chennai Super Kings,Rajasthan Royals,5.2,F du Plessis,RD Gaikwad,Mustafizur Rahman,0,0,0,,,,
32,1st innings,Chennai Super Kings,Rajasthan Royals,5.3,F du Plessis,RD Gaikwad,Mustafizur Rahman,0,1,1,,,,
33,1st innings,Chennai Super Kings,Rajasthan Royals,5.4,RD Gaikwad,F du Plessis,Mustafizur Rahman,0,6,6,,,,
34,1st innings,Chennai Super Kings,Rajasthan Royals,5.5,RD Gaikwad,F du Plessis,Mustafizur Rahman,0,1,1,,,,
35,1st innings,Chennai Super Kings,Rajasthan Royals,5.6,F du Plessis,RD Gaikwad,Mustafizur Rahman,0,1,1,,,,
36,1st innings,Chennai Super Kings,Rajasthan Royals,6.1,F du Plessis,RD Gaikwad,R Tewatia,0,0,0,,,,
37,1st innings,Chennai Super Kings,Rajasthan Royals,6.2,F du Plessis,RD Gaikwad,R Tewatia,0,1,1,,,,
38,1st innings,Chennai Super Kings,Rajasthan Royals,6.3,RD Gaikwad,F du Plessis,R Tewatia,0,1,1,,,,
39,1st innings,Chennai Super Kings,Rajasthan Royals,6.4,F du Plessis,RD Gaikwad,R Tewatia,0,1,1,,,,
40,1st innings,Chennai Super Kings,Rajasthan Royals,6.5,RD Gaikwad,F du Plessis,R Tewatia,0,0,0,,F du Plessis,stumped,SV Samson
41,1st innings,Chennai Super Kings,Rajasthan Royals,6.6,RD Gaikwad,SK Raina,R Tewatia,0,1,1,,,,
42,1st innings,Chennai Super Kings,Rajasthan Royals,7.1,RD Gaikwad,SK Raina,M Markande,0,1,1,,,,
43,1st innings,Chennai Super Kings,Rajasthan Royals,7.2,SK Raina,RD Gaikwad,M Markande,0,0,0,,,,
44,1st innings,Chennai Super Kings,Rajasthan Royals,7.3,SK Raina,RD Gaikwad,M Markande,0,1,1,,,,
45,1st innings,Chennai Super Kings,Rajasthan Royals,7.4,RD Gaikwad,SK Raina,M Markande,0,0,0,,,,
46,1st innings,Chennai Super Kings,Rajasthan Royals,7.5,RD Gaikwad,SK Raina,M Markande,0,1,1,,,,
47,1st innings,Chennai Super Kings,Rajasthan Royals,7.6,SK Raina,RD Gaikwad,M Markande,0,1,1,,,,
48,1st innings,Chennai Super Kings,Rajasthan Royals,8.1,SK Raina,RD Gaikwad,R Tewatia,0,4,4,,,,
49,1st innings,Chennai Super Kings,Rajasthan Royals,8.2,SK Raina,RD Gaikwad,R Tewatia,0,1,1,,,,
50,1st innings,Chennai Super Kings,Rajasthan Royals,8.3,RD Gaikwad,SK Raina,R Tewatia,0,0,0,,SK Raina,caught,S Dube
51,1st innings,Chennai Super Kings,Rajasthan Royals,8.4,MM Ali,RD Gaikwad,R Tewatia,0,1,1,,,,
52,1st innings,Chennai Super Kings,Rajasthan Royals,8.5,RD Gaikwad,MM Ali,R Tewatia,0,1,1,,,,
