,inning,batting_team,bowling_team,ball,non_striker,batsman,bowler,extra_runs,batsman_run,total_runs,extras,player_out,elimination_kind,fielders_caught
0,1st innings,Chennai Super Kings,Delhi Capitals,0.1,F du Plessis,RD Gaikwad,CR Woakes,0,0,0,0,0,0,0
1,1st innings,Chennai Super Kings,Delhi Capitals,0.2,F du Plessis,RD Gaikwad,CR Woakes,0,0,0,0,0,0,0
2,1st innings,Chennai Super Kings,Delhi Capitals,0.3,F du Plessis,RD Gaikwad,CR Woakes,0,4,4,0,0,0,0
3,1st innings,Chennai Super Kings,Delhi Capitals,0.4,F du Plessis,RD Gaikwad,CR Woakes,1,0,1,legbyes,0,0,0
4,1st innings,Chennai Super Kings,Delhi Capitals,0.5,RD Gaikwad,F du Plessis,CR Woakes,0,0,0,0,0,0,0
5,1st innings,Chennai Super Kings,Delhi Capitals,0.6,RD Gaikwad,F du Plessis,CR Woakes,0,0,0,0,0,0,0
6,1st innings,Chennai Super Kings,Delhi Capitals,1.1,F du Plessis,RD Gaikwad,Avesh Khan,1,0,1,wides,0,0,0
7,1st innings,Chennai Super Kings,Delhi Capitals,1.2,F du Plessis,RD Gaikwad,Avesh Khan,0,0,0,0,0,0,0
8,1st innings,Chennai Super Kings,Delhi Capitals,1.3,F du Plessis,RD Gaikwad,Avesh Khan,0,0,0,0,0,0,0
9,1st innings,Chennai Super Kings,Delhi Capitals,1.4,F du Plessis,RD Gaikwad,Avesh Khan,0,1,1,0,0,0,0
10,1st innings,Chennai Super Kings,Delhi Capitals,1.5,RD Gaikwad,F du Plessis,Avesh Khan,0,0,0,0,F du Plessis,lbw,0
11,1st innings,Chennai Super Kings,Delhi Capitals,1.6,RD Gaikwad,MM Ali,Avesh Khan,0,0,0,0,0,0,0
12,1st innings,Chennai Super Kings,Delhi Capitals,1.7,RD Gaikwad,MM Ali,Avesh Khan,0,0,0,0,0,0,0
13,1st innings,Chennai Super Kings,Delhi Capitals,2.1,MM Ali,RD Gaikwad,CR Woakes,0,0,0,0,RD Gaikwad,caught,S Dhawan
14,1st innings,Chennai Super Kings,Delhi Capitals,2.2,MM Ali,SK Raina,CR Woakes,0,0,0,0,0,0,0
15,1st innings,Chennai Super Kings,Delhi Capitals,2.3,MM Ali,SK Raina,CR Woakes,0,0,0,0,0,0,0
16,1st innings,Chennai Super Kings,Delhi Capitals,2.4,MM Ali,SK Raina,CR Woakes,0,0,0,0,0,0,0
17,1st innings,Chennai Super Kings,Delhi Capitals,2.5,MM Ali,SK Raina,CR Woakes,0,0,0,0,0,0,0
18,1st innings,Chennai Super Kings,Delhi Capitals,2.6,MM Ali,SK Raina,CR Woakes,0,4,4,0,0,0,0
19,1st innings,Chennai Super Kings,Delhi Capitals,3.1,SK Raina,MM Ali,Avesh Khan,0,0,0,0,0,0,0
20,1st innings,Chennai Super Kings,Delhi Capitals,3.2,SK Raina,MM Ali,Avesh Khan,0,0,0,0,0,0,0
21,1st innings,Chennai Super Kings,Delhi Capitals,3.3,SK Raina,MM Ali,Avesh Khan,0,0,0,0,0,0,0
22,1st innings,Chennai Super Kings,Delhi Capitals,3.4,SK Raina,MM Ali,Avesh Khan,0,4,4,0,0,0,0
23,1st innings,Chennai Super Kings,Delhi Capitals,3.5,SK Raina,MM Ali,Avesh Khan,0,4,4,0,0,0,0
24,1st innings,Chennai Super Kings,Delhi Capitals,3.6,SK Raina,MM Ali,Avesh Khan,0,1,1,0,0,0,0
25,1st innings,Chennai Super Kings,Delhi Capitals,4.1,SK Raina,MM Ali,R Ashwin,0,1,1,0,0,0,0
26,1st innings,Chennai Super Kings,Delhi Capitals,4.2,MM Ali,SK Raina,R Ashwin,0,0,0,0,0,0,0
27,1st innings,Chennai Super Kings,Delhi Capitals,4.3,MM Ali,SK Raina,R Ashwin,0,4,4,0,0,0,0
28,1st innings,Chennai Super Kings,Delhi Capitals,4.4,MM Ali,SK Raina,R Ashwin,0,4,4,0,0,0,0
29,1st innings,Chennai Super Kings,Delhi Capitals,4.5,MM Ali,SK Raina,R Ashwin,1,0,1,legbyes,0,0,0
30,1st innings,Chennai Super Kings,Delhi Capitals,4.6,SK Raina,MM Ali,R Ashwin,0,0,0,0,0,0,0
31,1st innings,Chennai Super Kings,Delhi Capitals,5.1,MM Ali,SK Raina,TK Curran,0,1,1,0,0,0,0
32,1st innings,Chennai Super Kings,Delhi Capitals,5.2,SK Raina,MM Ali,TK Curran,0,1,1,0,0,0,0
33,1st innings,Chennai Super Kings,Delhi Capitals,5.3,MM Ali,SK Raina,TK Curran,0,0,0,0,0,0,0
34,1st innings,Chennai Super Kings,Delhi Capitals,5.4,MM Ali,SK Raina,TK Curran,0,0,0,0,0,0,0
35,1st innings,Chennai Super Kings,Delhi Capitals,5.5,MM Ali,SK Raina,TK Curran,0,1,1,0,0,0,0
36,1st innings,Chennai Super Kings,Delhi Capitals,5.6,SK Raina,MM Ali,TK Curran,0,0,0,0,0,0,0
37,1st innings,Chennai Super Kings,Delhi Capitals,6.1,MM Ali,SK Raina,R Ashwin,0,1,1,0,0,0,0
38,1st innings,Chennai Super Kings,Delhi Capitals,6.2,SK Raina,MM Ali,R Ashwin,0,4,4,0,0,0,0
39,1st innings,Chennai Super Kings,Delhi Capitals,6.3,SK Raina,MM Ali,R Ashwin,0,4,4,0,0,0,0
40,1st innings,Chennai Super Kings,Delhi Capitals,6.4,SK Raina,MM Ali,R Ashwin,0,0,0,0,0,0,0
41,1st innings,Chennai Super Kings,Delhi Capitals,6.5,SK Raina,MM Ali,R Ashwin,0,1,1,0,0,0,0
42,1st innings,Chennai Super Kings,Delhi Capitals,6.6,MM Ali,SK Raina,R Ashwin,0,0,0,0,0,0,0
43,1st innings,Chennai Super Kings,Delhi Capitals,7.1,SK Raina,MM Ali,A Mishra,0,2,2,0,0,0,0
44,1st innings,Chennai Super Kings,Delhi Capitals,7.2,SK Raina,MM Ali,A Mishra,0,0,0,0,0,0,0
45,1st innings,Chennai Super Kings,Delhi Capitals,7.3,SK Raina,MM Ali,A Mishra,0,0,0,0,0,0,0
46,1st innings,Chennai Super Kings,Delhi Capitals,7.4,SK Raina,MM Ali,A Mishra,0,1,1,0,0,0,0
47,1st innings,Chennai Super Kings,Delhi Capitals,7.5,MM Ali,SK Raina,A Mishra,0,1,1,0,0,0,0
48,1st innings,Chennai Super Kings,Delhi Capitals,7.6,SK Raina,MM Ali,A Mishra,0,1,1,0,0,0,0
49,1st innings,Chennai Super Kings,Delhi Capitals,8.1,SK Raina,MM Ali,R Ashwin,0,6,6,0,0,0,0
50,1st innings,Chennai Super Kings,Delhi Capitals,8.2,SK Raina,MM Ali,R Ashwin,0,6,6,0,0,0,0
51,1st innings,Chennai Super Kings,Delhi Capitals,8.3,SK Raina,MM Ali,R Ashwin,0,0,0,0,MM Ali,caught,S Dhawan
52,1st innings,Chennai Super Kings,Delhi Capitals,8.4,AT Rayudu,SK Raina,R Ashwin,0,0,0,0,0,0,0
53,1st innings,Chennai Super Kings,Delhi Capitals,8.5,AT Rayudu,SK Raina,R Ashwin,0,0,0,0,0,0,0
54,1st innings,Chennai Super Kings,Delhi Capitals,8.6,AT Rayudu,SK Raina,R Ashwin,0,6,6,0,0,0,0
55,1st innings,Chennai Super Kings,Delhi Capitals,9.1,SK Raina,AT Rayudu,A Mishra,0,1,1,0,0,0,0
56,1st innings,Chennai Super Kings,Delhi Capitals,9.2,AT Rayudu,SK Raina,A Mishra,0,1,1,0,0,0,0
57,1st innings,Chennai Super Kings,Delhi Capitals,9.3,SK Raina,AT Rayudu,A Mishra,0,0,0,0,0,0,0
58,1st innings,Chennai Super Kings,Delhi Capitals,9.4,SK Raina,AT Rayudu,A Mishra,0,1,1,0,0,0,0
59,1st innings,Chennai Super Kings,Delhi Capitals,9.5,AT Rayudu,SK Raina,A Mishra,0,0,0,0,0,0,0
60,1st innings,Chennai Super Kings,Delhi Capitals,9.6,AT Rayudu,SK Raina,A Mishra,0,2,2,0,0,0,0
61,1st innings,Chennai Super Kings,Delhi Capitals,10.1,SK Raina,AT Rayudu,R Ashwin,0,6,6,0,0,0,0
62,1st innings,Chennai Super Kings,Delhi Capitals,10.2,SK Raina,AT Rayudu,R Ashwin,0,1,1,0,0,0,0
63,1st innings,Chennai Super Kings,Delhi Capitals,10.3,AT Rayudu,SK Raina,R Ashwin,0,1,1,0,0,0,0
64,1st innings,Chennai Super Kings,Delhi Capitals,10.4,SK Raina,AT Rayudu,R Ashwin,0,0,0,0,0,0,0
65,1st innings,Chennai Super Kings,Delhi Capitals,10.5,SK Raina,AT Rayudu,R Ashwin,0,1,1,0,0,0,0
66,1st innings,Chennai Super Kings,Delhi Capitals,10.6,AT Rayudu,SK Raina,R Ashwin,0,1,1,0,0,0,0
67,1st innings,Chennai Super Kings,Delhi Capitals,11.1,AT Rayudu,SK Raina,A Mishra,0,6,6,0,0,0,0
68,1st innings,Chennai Super Kings,Delhi Capitals,11.2,AT Rayudu,SK Raina,A Mishra,0,2,2,0,0,0,0
