,inning,batting_team,bowling_team,ball,non_striker,batsman,bowler,extra_runs,batsman_run,total_runs,extras,player_out,elimination_kind,fielders_caught
0,1st innings,Kolkata Knight Riders,Delhi Capitals,0.1,Shubman Gill,N Rana,I Sharma,0,1,1,,,,
1,1st innings,Kolkata Knight Riders,Delhi Capitals,0.2,N Rana,Shubman Gill,I Sharma,0,1,1,,,,
2,1st innings,Kolkata Knight Riders,Delhi Capitals,0.3,Shubman Gill,N Rana,I Sharma,0,1,1,,,,
3,1st innings,Kolkata Knight Riders,Delhi Capitals,0.4,N Rana,Shubman Gill,I Sharma,0,0,0,,,,
4,1st innings,Kolkata Knight Riders,Delhi Capitals,0.5,N Rana,Shubman Gill,I Sharma,0,1,1,,,,
5,1st innings,Kolkata Knight Riders,Delhi Capitals,0.6,Shubman Gill,N Rana,I Sharma,0,0,0,,,,
6,1st innings,Kolkata Knight Riders,Delhi Capitals,1.1,N Rana,Shubman Gill,K Rabada,0,1,1,,,,
7,1st innings,Kolkata Knight Riders,Delhi Capitals,1.2,Shubman Gill,N Rana,K Rabada,0,0,0,,,,
8,1st innings,Kolkata Knight Riders,Delhi Capitals,1.3,Shubman Gill,N Rana,K Rabada,0,0,0,,,,
9,1st innings,Kolkata Knight Riders,Delhi Capitals,1.4,Shubman Gill,N Rana,K Rabada,0,0,0,,,,
10,1st innings,Kolkata Knight Riders,Delhi Capitals,1.5,Shubman Gill,N Rana,K Rabada,0,4,4,,,,
11,1st innings,Kolkata Knight Riders,Delhi Capitals,1.6,Shubman Gill,N Rana,K Rabada,0,1,1,,,,
12,1st innings,Kolkata Knight Riders,Delhi Capitals,2.1,Shubman Gill,N Rana,I Sharma,0,1,1,,,,
13,1st innings,Kolkata Knight Riders,Delhi Capitals,2.2,N Rana,Shubman Gill,I Sharma,0,1,1,,,,
14,1st innings,Kolkata Knight Riders,Delhi Capitals,2.3,Shubman Gill,N Rana,I Sharma,0,1,1,,,,
15,1st innings,Kolkata Knight Riders,Delhi Capitals,2.4,N Rana,Shubman Gill,I Sharma,0,4,4,,,,
16,1st innings,Kolkata Knight Riders,Delhi Capitals,2.5,N Rana,Shubman Gill,I Sharma,0,0,0,,,,
17,1st innings,Kolkata Knight Riders,Delhi Capitals,2.6,N Rana,Shubman Gill,I Sharma,0,1,1,,,,
18,1st innings,Kolkata Knight Riders,Delhi Capitals,3.1,N Rana,Shubman Gill,AR Patel,0,0,0,,,,
19,1st innings,Kolkata Knight Riders,Delhi Capitals,3.2,N Rana,Shubman Gill,AR Patel,0,1,1,,,,
20,1st innings,Kolkata Knight Riders,Delhi Capitals,3.3,Shubman Gill,N Rana,AR Patel,0,6,6,,,,
21,1st innings,Kolkata Knight Riders,Delhi Capitals,3.4,Shubman Gill,N Rana,AR Patel,0,0,0,,N Rana,stumped,RR Pant
22,1st innings,Kolkata Knight Riders,Delhi Capitals,3.5,Shubman Gill,RA Tripathi,AR Patel,0,0,0,,,,
23,1st innings,Kolkata Knight Riders,Delhi Capitals,3.6,Shubman Gill,RA Tripathi,AR Patel,0,0,0,,,,
