,inning,batting_team,bowling_team,ball,non_striker,batsman,bowler,extra_runs,batsman_run,total_runs,extras,player_out,elimination_kind,fielders_caught
0,1st innings,Punjab Kings,Rajasthan Royals,0.1,MA Agarwal,KL Rahul,C Sakariya,0,0,0,,,,
1,1st innings,Punjab Kings,Rajasthan Royals,0.2,MA Agarwal,KL Rahul,C Sakariya,0,1,1,,,,
2,1st innings,Punjab Kings,Rajasthan Royals,0.3,KL Rahul,MA Agarwal,C Sakariya,0,4,4,,,,
3,1st innings,Punjab Kings,Rajasthan Royals,0.4,KL Rahul,MA Agarwal,C Sakariya,0,0,0,,,,
4,1st innings,Punjab Kings,Rajasthan Royals,0.5,KL Rahul,MA Agarwal,C Sakariya,0,1,1,,,,
5,1st innings,Punjab Kings,Rajasthan Royals,0.6,MA Agarwal,KL Rahul,C Sakariya,0,4,4,,,,
6,1st innings,Punjab Kings,Rajasthan Royals,1.1,KL Rahul,MA Agarwal,Mustafizur Rahman,0,2,2,,,,
7,1st innings,Punjab Kings,Rajasthan Royals,1.2,KL Rahul,MA Agarwal,Mustafizur Rahman,0,0,0,,,,
8,1st innings,Punjab Kings,Rajasthan Royals,1.3,KL Rahul,MA Agarwal,Mustafizur Rahman,0,1,1,,,,
9,1st innings,Punjab Kings,Rajasthan Royals,1.4,MA Agarwal,KL Rahul,Mustafizur Rahman,0,1,1,,,,
10,1st innings,Punjab Kings,Rajasthan Royals,1.5,KL Rahul,MA Agarwal,Mustafizur Rahman,1,0,1,wides,,,
11,1st innings,Punjab Kings,Rajasthan Royals,1.6,KL Rahul,MA Agarwal,Mustafizur Rahman,0,2,2,,,,
12,1st innings,Punjab Kings,Rajasthan Royals,1.7,KL Rahul,MA Agarwal,Mustafizur Rahman,0,4,4,,,,
13,1st innings,Punjab Kings,Rajasthan Royals,2.1,MA Agarwal,KL Rahul,C Sakariya,0,0,0,,,,
14,1st innings,Punjab Kings,Rajasthan Royals,2.2,MA Agarwal,KL Rahul,C Sakariya,0,0,0,,,,
15,1st innings,Punjab Kings,Rajasthan Royals,2.3,MA Agarwal,KL Rahul,C Sakariya,0,1,1,,,,
16,1st innings,Punjab Kings,Rajasthan Royals,2.4,KL Rahul,MA Agarwal,C Sakariya,0,0,0,,MA Agarwal,caught,SV Samson
17,1st innings,Punjab Kings,Rajasthan Royals,2.5,KL Rahul,CH Gayle,C Sakariya,0,0,0,,,,
18,1st innings,Punjab Kings,Rajasthan Royals,2.6,KL Rahul,CH Gayle,C Sakariya,0,0,0,,,,
19,1st innings,Punjab Kings,Rajasthan Royals,3.1,CH Gayle,KL Rahul,CH Morris,0,4,4,,,,
