,inning,batting_team,bowling_team,ball,non_striker,batsman,bowler,extra_runs,batsman_run,total_runs,extras,player_out,elimination_kind,fielders_caught
0,1st innings,Punjab Kings,Kolkata Knight Riders,0.1,MA Agarwal,KL Rahul,Shivam Mavi,0,0,0,,,,
1,1st innings,Punjab Kings,Kolkata Knight Riders,0.2,MA Agarwal,KL Rahul,Shivam Mavi,0,1,1,,,,
2,1st innings,Punjab Kings,Kolkata Knight Riders,0.3,KL Rahul,MA Agarwal,Shivam Mavi,0,0,0,,,,
3,1st innings,Punjab Kings,Kolkata Knight Riders,0.4,KL Rahul,MA Agarwal,Shivam Mavi,0,1,1,,,,
4,1st innings,Punjab Kings,Kolkata Knight Riders,0.5,MA Agarwal,KL Rahul,Shivam Mavi,0,0,0,,,,
5,1st innings,Punjab Kings,Kolkata Knight Riders,0.6,MA Agarwal,KL Rahul,Shivam Mavi,0,0,0,,,,
6,1st innings,Punjab Kings,Kolkata Knight Riders,1.1,KL Rahul,MA Agarwal,PJ Cummins,1,0,1,wides,,,
7,1st innings,Punjab Kings,Kolkata Knight Riders,1.2,KL Rahul,MA Agarwal,PJ Cummins,0,6,6,,,,
8,1st innings,Punjab Kings,Kolkata Knight Riders,1.3,KL Rahul,MA Agarwal,PJ Cummins,0,0,0,,,,
9,1st innings,Punjab Kings,Kolkata Knight Riders,1.4,KL Rahul,MA Agarwal,PJ Cummins,0,1,1,,,,
10,1st innings,Punjab Kings,Kolkata Knight Riders,1.5,MA Agarwal,KL Rahul,PJ Cummins,0,0,0,,,,
11,1st innings,Punjab Kings,Kolkata Knight Riders,1.6,MA Agarwal,KL Rahul,PJ Cummins,0,0,0,,,,
12,1st innings,Punjab Kings,Kolkata Knight Riders,1.7,MA Agarwal,KL Rahul,PJ Cummins,0,4,4,,,,
13,1st innings,Punjab Kings,Kolkata Knight Riders,2.1,KL Rahul,MA Agarwal,Shivam Mavi,0,4,4,,,,
14,1st innings,Punjab Kings,Kolkata Knight Riders,2.2,KL Rahul,MA Agarwal,Shivam Mavi,0,0,0,,,,
15,1st innings,Punjab Kings,Kolkata Knight Riders,2.3,KL Rahul,MA Agarwal,Shivam Mavi,1,0,1,legbyes,,,
16,1st innings,Punjab Kings,Kolkata Knight Riders,2.4,MA Agarwal,KL Rahul,Shivam Mavi,0,1,1,,,,
17,1st innings,Punjab Kings,Kolkata Knight Riders,2.5,KL Rahul,MA Agarwal,Shivam Mavi,0,0,0,,,,
18,1st innings,Punjab Kings,Kolkata Knight Riders,2.6,KL Rahul,MA Agarwal,Shivam Mavi,0,0,0,,,,
19,1st innings,Punjab Kings,Kolkata Knight Riders,3.1,MA Agarwal,KL Rahul,SP Narine,0,4,4,,,,
20,1st innings,Punjab Kings,Kolkata Knight Riders,3.2,MA Agarwal,KL Rahul,SP Narine,0,0,0,,,,
21,1st innings,Punjab Kings,Kolkata Knight Riders,3.3,MA Agarwal,KL Rahul,SP Narine,0,1,1,,,,
22,1st innings,Punjab Kings,Kolkata Knight Riders,3.4,KL Rahul,MA Agarwal,SP Narine,0,1,1,,,,
23,1st innings,Punjab Kings,Kolkata Knight Riders,3.5,MA Agarwal,KL Rahul,SP Narine,0,0,0,,,,
24,1st innings,Punjab Kings,Kolkata Knight Riders,3.6,MA Agarwal,KL Rahul,SP Narine,0,1,1,,,,
25,1st innings,Punjab Kings,Kolkata Knight Riders,4.1,MA Agarwal,KL Rahul,Shivam Mavi,0,1,1,,,,
26,1st innings,Punjab Kings,Kolkata Knight Riders,4.2,KL Rahul,MA Agarwal,Shivam Mavi,0,1,1,,,,
27,1st innings,Punjab Kings,Kolkata Knight Riders,4.3,MA Agarwal,KL Rahul,Shivam Mavi,0,0,0,,,,
28,1st innings,Punjab Kings,Kolkata Knight Riders,4.4,MA Agarwal,KL Rahul,Shivam Mavi,0,0,0,,,,
29,1st innings,Punjab Kings,Kolkata Knight Riders,4.5,MA Agarwal,KL Rahul,Shivam Mavi,0,0,0,,,,
30,1st innings,Punjab Kings,Kolkata Knight Riders,4.6,MA Agarwal,KL Rahul,Shivam Mavi,0,0,0,,,,
31,1st innings,Punjab Kings,Kolkata Knight Riders,5.1,KL Rahul,MA Agarwal,PJ Cummins,0,0,0,,,,
32,1st innings,Punjab Kings,Kolkata Knight Riders,5.2,KL Rahul,MA Agarwal,PJ Cummins,0,1,1,,,,
33,1st innings,Punjab Kings,Kolkata Knight Riders,5.3,MA Agarwal,KL Rahul,PJ Cummins,0,6,6,,,,
34,1st innings,Punjab Kings,Kolkata Knight Riders,5.4,MA Agarwal,KL Rahul,PJ Cummins,0,0,0,,KL Rahul,caught,SP Narine
35,1st innings,Punjab Kings,Kolkata Knight Riders,5.5,CH Gayle,MA Agarwal,PJ Cummins,0,0,0,,,,
36,1st innings,Punjab Kings,Kolkata Knight Riders,5.6,CH Gayle,MA Agarwal,PJ Cummins,0,1,1,,,,
37,1st innings,Punjab Kings,Kolkata Knight Riders,6.1,CH Gayle,MA Agarwal,Shivam Mavi,0,0,0,,,,
38,1st innings,Punjab Kings,Kolkata Knight Riders,6.2,CH Gayle,MA Agarwal,Shivam Mavi,0,1,1,,,,
39,1st innings,Punjab Kings,Kolkata Knight Riders,6.3,MA Agarwal,CH Gayle,Shivam Mavi,0,0,0,,CH Gayle,caught,KD Karthik
40,1st innings,Punjab Kings,Kolkata Knight Riders,6.4,MA Agarwal,DJ Hooda,Shivam Mavi,1,0,1,wides,,,
41,1st innings,Punjab Kings,Kolkata Knight Riders,6.5,MA Agarwal,DJ Hooda,Shivam Mavi,0,0,0,,,,
42,1st innings,Punjab Kings,Kolkata Knight Riders,6.6,MA Agarwal,DJ Hooda,Shivam Mavi,0,1,1,,,,
43,1st innings,Punjab Kings,Kolkata Knight Riders,6.7,DJ Hooda,MA Agarwal,Shivam Mavi,0,1,1,,,,
44,1st innings,Punjab Kings,Kolkata Knight Riders,7.1,DJ Hooda,MA Agarwal,M Prasidh Krishna,0,0,0,,,,
45,1st innings,Punjab Kings,Kolkata Knight Riders,7.2,DJ Hooda,MA Agarwal,M Prasidh Krishna,0,1,1,,,,
46,1st innings,Punjab Kings,Kolkata Knight Riders,7.3,MA Agarwal,DJ Hooda,M Prasidh Krishna,0,0,0,,,,
47,1st innings,Punjab Kings,Kolkata Knight Riders,7.4,MA Agarwal,DJ Hooda,M Prasidh Krishna,0,0,0,,DJ Hooda,caught,EJG Morgan
48,1st innings,Punjab Kings,Kolkata Knight Riders,7.5,MA Agarwal,N Pooran,M Prasidh Krishna,0,1,1,,,,
49,1st innings,Punjab Kings,Kolkata Knight Riders,7.6,N Pooran,MA Agarwal,M Prasidh Krishna,0,1,1,,,,
50,1st innings,Punjab Kings,Kolkata Knight Riders,8.1,N Pooran,MA Agarwal,AD Russell,0,0,0,,,,
51,1st innings,Punjab Kings,Kolkata Knight Riders,8.2,N Pooran,MA Agarwal,AD Russell,0,1,1,,,,
52,1st innings,Punjab Kings,Kolkata Knight Riders,8.3,MA Agarwal,N Pooran,AD Russell,0,0,0,,,,
53,1st innings,Punjab Kings,Kolkata Knight Riders,8.4,MA Agarwal,N Pooran,AD Russell,0,0,0,,,,
54,1st innings,Punjab Kings,Kolkata Knight Riders,8.5,MA Agarwal,N Pooran,AD Russell,0,1,1,,,,
55,1st innings,Punjab Kings,Kolkata Knight Riders,8.6,N Pooran,MA Agarwal,AD Russell,0,0,0,,,,
56,1st innings,Punjab Kings,Kolkata Knight Riders,9.1,MA Agarwal,N Pooran,M Prasidh Krishna,0,0,0,,,,
57,1st innings,Punjab Kings,Kolkata Knight Riders,9.2,MA Agarwal,N Pooran,M Prasidh Krishna,0,1,1,,,,
58,1st innings,Punjab Kings,Kolkata Knight Riders,9.3,N Pooran,MA Agarwal,M Prasidh Krishna,0,0,0,,,,
59,1st innings,Punjab Kings,Kolkata Knight Riders,9.4,N Pooran,MA Agarwal,M Prasidh Krishna,0,0,0,,,,
60,1st innings,Punjab Kings,Kolkata Knight Riders,9.5,N Pooran,MA Agarwal,M Prasidh Krishna,1,0,1,wides,,,
61,1st innings,Punjab Kings,Kolkata Knight Riders,9.6,N Pooran,MA Agarwal,M Prasidh Krishna,0,6,6,,,,
62,1st innings,Punjab Kings,Kolkata Knight Riders,9.7,N Pooran,MA Agarwal,M Prasidh Krishna,0,2,2,,,,
63,1st innings,Punjab Kings,Kolkata Knight Riders,10.1,MA Agarwal,N Pooran,CV Varun,0,0,0,,,,
64,1st innings,Punjab Kings,Kolkata Knight Riders,10.2,MA Agarwal,N Pooran,CV Varun,0,1,1,,,,
65,1st innings,Punjab Kings,Kolkata Knight Riders,10.3,N Pooran,MA Agarwal,CV Varun,0,1,1,,,,
66,1st innings,Punjab Kings,Kolkata Knight Riders,10.4,MA Agarwal,N Pooran,CV Varun,0,1,1,,,,
