inning,batting_team,bowling_team,ball,non_striker,batsman,bowler,extra_runs,batsman_run,total_runs,extras,player_out,elimination_kind,fielders_caught,match_name,umpires_1,umpires_2,player_of_match,winner,city,venue,dates
1st innings,Rajasthan Royals,Royal Challengers Bangalore,0.1,YBK Jaiswal,E Lewis,GHS Garton,0,2,2,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,0.2,YBK Jaiswal,E Lewis,GHS Garton,0,0,0,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,0.3,YBK Jaiswal,E Lewis,GHS Garton,0,0,0,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,0.4,YBK Jaiswal,E Lewis,GHS Garton,0,0,0,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,0.5,YBK Jaiswal,E Lewis,GHS Garton,0,1,1,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,0.6,E Lewis,YBK Jaiswal,GHS Garton,0,0,0,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,1.1,YBK Jaiswal,E Lewis,Mohammed Siraj,0,1,1,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,1.2,E Lewis,YBK Jaiswal,Mohammed Siraj,0,0,0,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,1.3,E Lewis,YBK Jaiswal,Mohammed Siraj,0,0,0,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,1.4,E Lewis,YBK Jaiswal,Mohammed Siraj,0,0,0,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,1.5,E Lewis,YBK Jaiswal,Mohammed Siraj,0,0,0,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,1.6,E Lewis,YBK Jaiswal,Mohammed Siraj,0,4,4,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,2.1,YBK Jaiswal,E Lewis,GJ Maxwell,0,1,1,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,2.2,E Lewis,YBK Jaiswal,GJ Maxwell,0,6,6,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,2.3,E Lewis,YBK Jaiswal,GJ Maxwell,0,1,1,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,2.4,YBK Jaiswal,E Lewis,GJ Maxwell,0,4,4,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,2.5,YBK Jaiswal,E Lewis,GJ Maxwell,0,1,1,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,2.6,E Lewis,YBK Jaiswal,GJ Maxwell,0,0,0,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,3.1,YBK Jaiswal,E Lewis,GHS Garton,0,6,6,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,3.2,YBK Jaiswal,E Lewis,GHS Garton,0,0,0,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,3.3,YBK Jaiswal,E Lewis,GHS Garton,0,2,2,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,3.4,YBK Jaiswal,E Lewis,GHS Garton,0,4,4,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
1st innings,Rajasthan Royals,Royal Challengers Bangalore,3.5,YBK Jaiswal,E Lewis,GHS Garton,0,6,6,,,,,RR vs RCB 2021-09-29,AY Dandekar,KN Ananthapadmanabhan,YS Chahal,Royal Challengers Bangalore,Dubai,Dubai International Cricket Stadium,2021-09-29
