inning,batting_team,bowling_team,ball,non_striker,batsman,bowler,extra_runs,batsman_run,total_runs,extras,player_out,elimination_kind,fielders_caught,match_name,umpires_1,umpires_2,player_of_match,winner,city,venue,dates
1st innings,Sunrisers Hyderabad,Chennai Super Kings,0.1,JM Bairstow,DA Warner,DL Chahar,0,1,1,,,,,SH vs CSK 2021-04-28,C Shamshuddin,CK Nandan,RD Gaikwad,Chennai Super Kings,Delhi,"Arun Jaitley Stadium, Delhi",2021-04-28
1st innings,Sunrisers Hyderabad,Chennai Super Kings,0.2,DA Warner,JM Bairstow,DL Chahar,0,1,1,,,,,SH vs CSK 2021-04-28,C Shamshuddin,CK Nandan,RD Gaikwad,Chennai Super Kings,Delhi,"Arun Jaitley Stadium, Delhi",2021-04-28
1st innings,Sunrisers Hyderabad,Chennai Super Kings,0.3,JM Bairstow,DA Warner,DL Chahar,1,0,1,wides,,,,SH vs CSK 2021-04-28,C Shamshuddin,CK Nandan,RD Gaikwad,Chennai Super Kings,Delhi,"Arun Jaitley Stadium, Delhi",2021-04-28
1st innings,Sunrisers Hyderabad,Chennai Super Kings,0.4,JM Bairstow,DA Warner,DL Chahar,0,0,0,,,,,SH vs CSK 2021-04-28,C Shamshuddin,CK Nandan,RD Gaikwad,Chennai Super Kings,Delhi,"Arun Jaitley Stadium, Delhi",2021-04-28
1st innings,Sunrisers Hyderabad,Chennai Super Kings,0.5,JM Bairstow,DA Warner,DL Chahar,0,0,0,,,,,SH vs CSK 2021-04-28,C Shamshuddin,CK Nandan,RD Gaikwad,Chennai Super Kings,Delhi,"Arun Jaitley Stadium, Delhi",2021-04-28
1st innings,Sunrisers Hyderabad,Chennai Super Kings,0.6,JM Bairstow,DA Warner,DL Chahar,0,0,0,,,,,SH vs CSK 2021-04-28,C Shamshuddin,CK Nandan,RD Gaikwad,Chennai Super Kings,Delhi,"Arun Jaitley Stadium, Delhi",2021-04-28
1st innings,Sunrisers Hyderabad,Chennai Super Kings,0.7,JM Bairstow,DA Warner,DL Chahar,0,0,0,,,,,SH vs CSK 2021-04-28,C Shamshuddin,CK Nandan,RD Gaikwad,Chennai Super Kings,Delhi,"Arun Jaitley Stadium, Delhi",2021-04-28
1st innings,Sunrisers Hyderabad,Chennai Super Kings,1.1,DA Warner,JM Bairstow,SM Curran,0,1,1,,,,,SH vs CSK 2021-04-28,C Shamshuddin,CK Nandan,RD Gaikwad,Chennai Super Kings,Delhi,"Arun Jaitley Stadium, Delhi",2021-04-28
1st innings,Sunrisers Hyderabad,Chennai Super Kings,1.2,JM Bairstow,DA Warner,SM Curran,0,2,2,,,,,SH vs CSK 2021-04-28,C Shamshuddin,CK Nandan,RD Gaikwad,Chennai Super Kings,Delhi,"Arun Jaitley Stadium, Delhi",2021-04-28
1st innings,Sunrisers Hyderabad,Chennai Super Kings,1.3,JM Bairstow,DA Warner,SM Curran,0,2,2,,,,,SH vs CSK 2021-04-28,C Shamshuddin,CK Nandan,RD Gaikwad,Chennai Super Kings,Delhi,"Arun Jaitley Stadium, Delhi",2021-04-28
1st innings,Sunrisers Hyderabad,Chennai Super Kings,1.4,JM Bairstow,DA Warner,SM Curran,0,0,0,,,,,SH vs CSK 2021-04-28,C Shamshuddin,CK Nandan,RD Gaikwad,Chennai Super Kings,Delhi,"Arun Jaitley Stadium, Delhi",2021-04-28
1st innings,Sunrisers Hyderabad,Chennai Super Kings,1.5,JM Bairstow,DA Warner,SM Curran,0,0,0,,,,,SH vs CSK 2021-04-28,C Shamshuddin,CK Nandan,RD Gaikwad,Chennai Super Kings,Delhi,"Arun Jaitley Stadium, Delhi",2021-04-28
1st innings,Sunrisers Hyderabad,Chennai Super Kings,1.6,JM Bairstow,DA Warner,SM Curran,1,0,1,legbyes,,,,SH vs CSK 2021-04-28,C Shamshuddin,CK Nandan,RD Gaikwad,Chennai Super Kings,Delhi,"Arun Jaitley Stadium, Delhi",2021-04-28
1st innings,Sunrisers Hyderabad,Chennai Super Kings,2.1,JM Bairstow,DA Warner,DL Chahar,0,4,4,,,,,SH vs CSK 2021-04-28,C Shamshuddin,CK Nandan,RD Gaikwad,Chennai Super Kings,Delhi,"Arun Jaitley Stadium, Delhi",2021-04-28
1st innings,Sunrisers Hyderabad,Chennai Super Kings,2.2,JM Bairstow,DA Warner,DL Chahar,0,1,1,,,,,SH vs CSK 2021-04-28,C Shamshuddin,CK Nandan,RD Gaikwad,Chennai Super Kings,Delhi,"Arun Jaitley Stadium, Delhi",2021-04-28
1st innings,Sunrisers Hyderabad,Chennai Super Kings,2.3,DA Warner,JM Bairstow,DL Chahar,0,4,4,,,,,SH vs CSK 2021-04-28,C Shamshuddin,CK Nandan,RD Gaikwad,Chennai Super Kings,Delhi,"Arun Jaitley Stadium, Delhi",2021-04-28
