inning,batting_team,bowling_team,ball,non_striker,batsman,bowler,extra_runs,batsman_run,total_runs,extras,player_out,elimination_kind,fielders_caught,match_name,umpires_1,umpires_2,player_of_match,winner,city,venue,dates
1st innings,Chennai Super Kings,Royal Challengers Bangalore,0.1,F du Plessis,RD Gaikwad,Mohammed Siraj,0,1,1,,,,,CSK vs RCB 2021-04-25,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",2021-04-25
1st innings,Chennai Super Kings,Royal Challengers Bangalore,0.2,RD Gaikwad,F du Plessis,Mohammed Siraj,0,4,4,,,,,CSK vs RCB 2021-04-25,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",2021-04-25
1st innings,Chennai Super Kings,Royal Challengers Bangalore,0.3,RD Gaikwad,F du Plessis,Mohammed Siraj,0,0,0,,,,,CSK vs RCB 2021-04-25,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",2021-04-25
1st innings,Chennai Super Kings,Royal Challengers Bangalore,0.4,RD Gaikwad,F du Plessis,Mohammed Siraj,0,0,0,,,,,CSK vs RCB 2021-04-25,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",2021-04-25
1st innings,Chennai Super Kings,Royal Challengers Bangalore,0.5,RD Gaikwad,F du Plessis,Mohammed Siraj,0,1,1,,,,,CSK vs RCB 2021-04-25,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",2021-04-25
1st innings,Chennai Super Kings,Royal Challengers Bangalore,0.6,F du Plessis,RD Gaikwad,Mohammed Siraj,0,0,0,,,,,CSK vs RCB 2021-04-25,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",2021-04-25
1st innings,Chennai Super Kings,Royal Challengers Bangalore,1.1,RD Gaikwad,F du Plessis,KA Jamieson,0,0,0,,,,,CSK vs RCB 2021-04-25,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",2021-04-25
1st innings,Chennai Super Kings,Royal Challengers Bangalore,1.2,RD Gaikwad,F du Plessis,KA Jamieson,0,0,0,,,,,CSK vs RCB 2021-04-25,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",2021-04-25
1st innings,Chennai Super Kings,Royal Challengers Bangalore,1.3,RD Gaikwad,F du Plessis,KA Jamieson,0,1,1,,,,,CSK vs RCB 2021-04-25,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",2021-04-25
1st innings,Chennai Super Kings,Royal Challengers Bangalore,1.4,F du Plessis,RD Gaikwad,KA Jamieson,1,0,1,wides,,,,CSK vs RCB 2021-04-25,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",2021-04-25
1st innings,Chennai Super Kings,Royal Challengers Bangalore,1.5,F du Plessis,RD Gaikwad,KA Jamieson,0,1,1,,,,,CSK vs RCB 2021-04-25,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",2021-04-25
1st innings,Chennai Super Kings,Royal Challengers Bangalore,1.6,RD Gaikwad,F du Plessis,KA Jamieson,0,1,1,,,,,CSK vs RCB 2021-04-25,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",2021-04-25
1st innings,Chennai Super Kings,Royal Challengers Bangalore,1.7,F du Plessis,RD Gaikwad,KA Jamieson,0,0,0,,,,,CSK vs RCB 2021-04-25,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",2021-04-25
1st innings,Chennai Super Kings,Royal Challengers Bangalore,2.1,RD Gaikwad,F du Plessis,Mohammed Siraj,0,6,6,,,,,CSK vs RCB 2021-04-25,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",2021-04-25
1st innings,Chennai Super Kings,Royal Challengers Bangalore,2.2,RD Gaikwad,F du Plessis,Mohammed Siraj,0,1,1,,,,,CSK vs RCB 2021-04-25,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",2021-04-25
1st innings,Chennai Super Kings,Royal Challengers Bangalore,2.3,F du Plessis,RD Gaikwad,Mohammed Siraj,0,0,0,,,,,CSK vs RCB 2021-04-25,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",2021-04-25
1st innings,Chennai Super Kings,Royal Challengers Bangalore,2.4,F du Plessis,RD Gaikwad,Mohammed Siraj,0,4,4,,,,,CSK vs RCB 2021-04-25,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",2021-04-25
1st innings,Chennai Super Kings,Royal Challengers Bangalore,2.5,F du Plessis,RD Gaikwad,Mohammed Siraj,0,0,0,,,,,CSK vs RCB 2021-04-25,AK Chaudhary,VK Sharma,RA Jadeja,Chennai Super Kings,Mumbai,"Wankhede Stadium, Mumbai",2021-04-25
