inning,batting_team,bowling_team,ball,non_striker,batsman,bowler,extra_runs,batsman_run,total_runs,extras,player_out,elimination_kind,fielders_caught,match_name,umpires_1,umpires_2,player_of_match,winner,city,venue,dates
1st innings,Kolkata Knight Riders,Rajasthan Royals,0.1,VR Iyer,Shubman Gill,JD Unadkat,0,0,0,,,,,KKR vs RR 2021-10-07,MA Gough,HAS Khalid,Shivam Mavi,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021-10-07
1st innings,Kolkata Knight Riders,Rajasthan Royals,0.2,VR Iyer,Shubman Gill,JD Unadkat,0,2,2,,,,,KKR vs RR 2021-10-07,MA Gough,HAS Khalid,Shivam Mavi,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021-10-07
1st innings,Kolkata Knight Riders,Rajasthan Royals,0.3,VR Iyer,Shubman Gill,JD Unadkat,0,4,4,,,,,KKR vs RR 2021-10-07,MA Gough,HAS Khalid,Shivam Mavi,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021-10-07
1st innings,Kolkata Knight Riders,Rajasthan Royals,0.4,VR Iyer,Shubman Gill,JD Unadkat,0,0,0,,,,,KKR vs RR 2021-10-07,MA Gough,HAS Khalid,Shivam Mavi,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021-10-07
1st innings,Kolkata Knight Riders,Rajasthan Royals,0.5,VR Iyer,Shubman Gill,JD Unadkat,0,1,1,,,,,KKR vs RR 2021-10-07,MA Gough,HAS Khalid,Shivam Mavi,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021-10-07
1st innings,Kolkata Knight Riders,Rajasthan Royals,0.6,Shubman Gill,VR Iyer,JD Unadkat,0,1,1,,,,,KKR vs RR 2021-10-07,MA Gough,HAS Khalid,Shivam Mavi,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021-10-07
1st innings,Kolkata Knight Riders,Rajasthan Royals,1.1,Shubman Gill,VR Iyer,CH Morris,0,0,0,,,,,KKR vs RR 2021-10-07,MA Gough,HAS Khalid,Shivam Mavi,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021-10-07
1st innings,Kolkata Knight Riders,Rajasthan Royals,1.2,Shubman Gill,VR Iyer,CH Morris,0,0,0,,,,,KKR vs RR 2021-10-07,MA Gough,HAS Khalid,Shivam Mavi,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021-10-07
1st innings,Kolkata Knight Riders,Rajasthan Royals,1.3,Shubman Gill,VR Iyer,CH Morris,0,0,0,,,,,KKR vs RR 2021-10-07,MA Gough,HAS Khalid,Shivam Mavi,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021-10-07
1st innings,Kolkata Knight Riders,Rajasthan Royals,1.4,Shubman Gill,VR Iyer,CH Morris,0,1,1,,,,,KKR vs RR 2021-10-07,MA Gough,HAS Khalid,Shivam Mavi,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021-10-07
1st innings,Kolkata Knight Riders,Rajasthan Royals,1.5,VR Iyer,Shubman Gill,CH Morris,0,0,0,,,,,KKR vs RR 2021-10-07,MA Gough,HAS Khalid,Shivam Mavi,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021-10-07
1st innings,Kolkata Knight Riders,Rajasthan Royals,1.6,VR Iyer,Shubman Gill,CH Morris,2,0,2,wides,,,,KKR vs RR 2021-10-07,MA Gough,HAS Khalid,Shivam Mavi,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021-10-07
1st innings,Kolkata Knight Riders,Rajasthan Royals,1.7,Shubman Gill,VR Iyer,CH Morris,0,4,4,,,,,KKR vs RR 2021-10-07,MA Gough,HAS Khalid,Shivam Mavi,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021-10-07
1st innings,Kolkata Knight Riders,Rajasthan Royals,2.1,VR Iyer,Shubman Gill,C Sakariya,0,0,0,,,,,KKR vs RR 2021-10-07,MA Gough,HAS Khalid,Shivam Mavi,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021-10-07
1st innings,Kolkata Knight Riders,Rajasthan Royals,2.2,VR Iyer,Shubman Gill,C Sakariya,0,0,0,,,,,KKR vs RR 2021-10-07,MA Gough,HAS Khalid,Shivam Mavi,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021-10-07
1st innings,Kolkata Knight Riders,Rajasthan Royals,2.3,VR Iyer,Shubman Gill,C Sakariya,0,0,0,,,,,KKR vs RR 2021-10-07,MA Gough,HAS Khalid,Shivam Mavi,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021-10-07
1st innings,Kolkata Knight Riders,Rajasthan Royals,2.4,VR Iyer,Shubman Gill,C Sakariya,0,1,1,,,,,KKR vs RR 2021-10-07,MA Gough,HAS Khalid,Shivam Mavi,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021-10-07
1st innings,Kolkata Knight Riders,Rajasthan Royals,2.5,Shubman Gill,VR Iyer,C Sakariya,0,0,0,,,,,KKR vs RR 2021-10-07,MA Gough,HAS Khalid,Shivam Mavi,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021-10-07
1st innings,Kolkata Knight Riders,Rajasthan Royals,2.6,Shubman Gill,VR Iyer,C Sakariya,0,1,1,,,,,KKR vs RR 2021-10-07,MA Gough,HAS Khalid,Shivam Mavi,Kolkata Knight Riders,Sharjah,Sharjah Cricket Stadium,2021-10-07
