inning,batting_team,bowling_team,ball,non_striker,batsman,bowler,extra_runs,batsman_run,total_runs,extras,player_out,elimination_kind,fielders_caught,match_name,umpires_1,umpires_2,player_of_match,winner,city,venue,dates
1st innings,Chennai Super Kings,Delhi Capitals,0.1,F du Plessis,RD Gaikwad,A Nortje,0,0,0,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,0.2,F du Plessis,RD Gaikwad,A Nortje,5,0,5,wides,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,0.3,F du Plessis,RD Gaikwad,A Nortje,0,0,0,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,0.4,F du Plessis,RD Gaikwad,A Nortje,1,0,1,wides,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,0.5,F du Plessis,RD Gaikwad,A Nortje,0,2,2,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,0.6,F du Plessis,RD Gaikwad,A Nortje,0,4,4,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,0.7,F du Plessis,RD Gaikwad,A Nortje,0,0,0,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,0.8,F du Plessis,RD Gaikwad,A Nortje,4,0,4,legbyes,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,1.1,RD Gaikwad,F du Plessis,Avesh Khan,0,0,0,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,1.2,RD Gaikwad,F du Plessis,Avesh Khan,1,0,1,wides,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,1.3,RD Gaikwad,F du Plessis,Avesh Khan,0,4,4,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,1.4,RD Gaikwad,F du Plessis,Avesh Khan,0,0,0,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,1.5,RD Gaikwad,F du Plessis,Avesh Khan,0,4,4,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,1.6,RD Gaikwad,F du Plessis,Avesh Khan,0,1,1,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,1.7,F du Plessis,RD Gaikwad,Avesh Khan,0,0,0,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,2.1,RD Gaikwad,F du Plessis,AR Patel,0,1,1,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,2.2,F du Plessis,RD Gaikwad,AR Patel,0,1,1,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,2.3,RD Gaikwad,F du Plessis,AR Patel,0,0,0,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,2.4,RD Gaikwad,F du Plessis,AR Patel,0,0,0,,F du Plessis,caught,SS Iyer,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,2.5,RD Gaikwad,RV Uthappa,AR Patel,0,1,1,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,2.6,RV Uthappa,RD Gaikwad,AR Patel,0,1,1,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,3.1,RV Uthappa,RD Gaikwad,K Rabada,0,0,0,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,3.2,RV Uthappa,RD Gaikwad,K Rabada,0,4,4,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,3.3,RV Uthappa,RD Gaikwad,K Rabada,0,1,1,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,3.4,RD Gaikwad,RV Uthappa,K Rabada,0,0,0,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,3.5,RD Gaikwad,RV Uthappa,K Rabada,0,0,0,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,3.6,RD Gaikwad,RV Uthappa,K Rabada,0,1,1,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,4.1,RD Gaikwad,RV Uthappa,A Nortje,0,2,2,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,4.2,RD Gaikwad,RV Uthappa,A Nortje,0,0,0,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,4.3,RD Gaikwad,RV Uthappa,A Nortje,0,1,1,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,4.4,RV Uthappa,RD Gaikwad,A Nortje,0,0,0,,RD Gaikwad,caught,R Ashwin,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,4.5,MM Ali,RV Uthappa,A Nortje,0,0,0,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,4.6,MM Ali,RV Uthappa,A Nortje,0,2,2,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,5.1,RV Uthappa,MM Ali,K Rabada,0,0,0,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,5.2,RV Uthappa,MM Ali,K Rabada,0,1,1,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,5.3,MM Ali,RV Uthappa,K Rabada,0,4,4,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,5.4,MM Ali,RV Uthappa,K Rabada,0,0,0,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,5.5,MM Ali,RV Uthappa,K Rabada,0,1,1,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,5.6,RV Uthappa,MM Ali,K Rabada,0,1,1,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,6.1,RV Uthappa,MM Ali,R Ashwin,0,0,0,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,6.2,RV Uthappa,MM Ali,R Ashwin,1,0,1,wides,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,6.3,RV Uthappa,MM Ali,R Ashwin,1,0,1,wides,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,6.4,RV Uthappa,MM Ali,R Ashwin,0,1,1,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
1st innings,Chennai Super Kings,Delhi Capitals,6.5,MM Ali,RV Uthappa,R Ashwin,0,1,1,,,,,CSK vs DC 2021-10-04,AK Chaudhary,Nitin Menon,AR Patel,Delhi Capitals,Dubai,Dubai International Cricket Stadium,2021-10-04
