inning,batting_team,bowling_team,ball,non_striker,batsman,bowler,extra_runs,batsman_run,total_runs,extras,player_out,elimination_kind,fielders_caught,match_name,umpires_1,umpires_2,player_of_match,winner,city,venue,dates
1st innings,Rajasthan Royals,Sunrisers Hyderabad,0.1,YBK Jaiswal,JC Buttler,B Kumar,0,0,0,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,0.2,YBK Jaiswal,JC Buttler,B Kumar,0,0,0,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,0.3,YBK Jaiswal,JC Buttler,B Kumar,0,1,1,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,0.4,JC Buttler,YBK Jaiswal,B Kumar,0,0,0,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,0.5,JC Buttler,YBK Jaiswal,B Kumar,0,1,1,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,0.6,YBK Jaiswal,JC Buttler,B Kumar,0,0,0,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,1.1,JC Buttler,YBK Jaiswal,Sandeep Sharma,0,0,0,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,1.2,JC Buttler,YBK Jaiswal,Sandeep Sharma,0,2,2,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,1.3,JC Buttler,YBK Jaiswal,Sandeep Sharma,0,0,0,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,1.4,JC Buttler,YBK Jaiswal,Sandeep Sharma,0,0,0,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,1.5,JC Buttler,YBK Jaiswal,Sandeep Sharma,0,1,1,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,1.6,YBK Jaiswal,JC Buttler,Sandeep Sharma,0,0,0,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,2.1,JC Buttler,YBK Jaiswal,Rashid Khan,0,4,4,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,2.2,JC Buttler,YBK Jaiswal,Rashid Khan,0,0,0,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,2.3,JC Buttler,YBK Jaiswal,Rashid Khan,4,0,4,legbyes,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,2.4,JC Buttler,YBK Jaiswal,Rashid Khan,0,4,4,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,2.5,JC Buttler,YBK Jaiswal,Rashid Khan,0,0,0,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,2.6,JC Buttler,YBK Jaiswal,Rashid Khan,0,0,0,,YBK Jaiswal,lbw,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,3.1,SV Samson,JC Buttler,KK Ahmed,0,1,1,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,3.2,JC Buttler,SV Samson,KK Ahmed,0,6,6,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,3.3,JC Buttler,SV Samson,KK Ahmed,0,1,1,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,3.4,SV Samson,JC Buttler,KK Ahmed,0,4,4,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,3.5,SV Samson,JC Buttler,KK Ahmed,0,0,0,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,3.6,SV Samson,JC Buttler,KK Ahmed,0,0,0,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,4.1,JC Buttler,SV Samson,Rashid Khan,1,0,1,legbyes,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,4.2,SV Samson,JC Buttler,Rashid Khan,0,1,1,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,4.3,JC Buttler,SV Samson,Rashid Khan,0,1,1,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,4.4,SV Samson,JC Buttler,Rashid Khan,0,0,0,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,4.5,SV Samson,JC Buttler,Rashid Khan,0,0,0,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
1st innings,Rajasthan Royals,Sunrisers Hyderabad,4.6,SV Samson,JC Buttler,Rashid Khan,0,1,1,,,,,RR vs SH 2021-05-02,C Shamshuddin,CB Gaffaney,JC Buttler,Rajasthan Royals,Delhi,"Arun Jaitley Stadium, Delhi",2021-05-02
