inning,batting_team,bowling_team,ball,non_striker,batsman,bowler,extra_runs,batsman_run,total_runs,extras,player_out,elimination_kind,fielders_caught,match_name,umpires_1,umpires_2,player_of_match,winner,city,venue,dates
1st innings,Punjab Kings,Delhi Capitals,0.1,MA Agarwal,P Simran Singh,I Sharma,0,0,0,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,0.2,MA Agarwal,P Simran Singh,I Sharma,0,0,0,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,0.3,MA Agarwal,P Simran Singh,I Sharma,0,0,0,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,0.4,MA Agarwal,P Simran Singh,I Sharma,0,0,0,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,0.5,MA Agarwal,P Simran Singh,I Sharma,0,0,0,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,0.6,MA Agarwal,P Simran Singh,I Sharma,0,0,0,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,1.1,P Simran Singh,MA Agarwal,MP Stoinis,0,1,1,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,1.2,MA Agarwal,P Simran Singh,MP Stoinis,0,1,1,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,1.3,P Simran Singh,MA Agarwal,MP Stoinis,0,1,1,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,1.4,MA Agarwal,P Simran Singh,MP Stoinis,0,1,1,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,1.5,P Simran Singh,MA Agarwal,MP Stoinis,0,1,1,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,1.6,MA Agarwal,P Simran Singh,MP Stoinis,0,1,1,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,2.1,MA Agarwal,P Simran Singh,I Sharma,0,1,1,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,2.2,P Simran Singh,MA Agarwal,I Sharma,0,1,1,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,2.3,MA Agarwal,P Simran Singh,I Sharma,0,6,6,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,2.4,MA Agarwal,P Simran Singh,I Sharma,0,0,0,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,2.5,MA Agarwal,P Simran Singh,I Sharma,0,0,0,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,2.6,MA Agarwal,P Simran Singh,I Sharma,0,1,1,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,3.1,MA Agarwal,P Simran Singh,K Rabada,0,1,1,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,3.2,P Simran Singh,MA Agarwal,K Rabada,0,1,1,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,3.3,MA Agarwal,P Simran Singh,K Rabada,0,0,0,,P Simran Singh,caught,SPD Smith,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,3.4,MA Agarwal,CH Gayle,K Rabada,0,0,0,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,3.5,MA Agarwal,CH Gayle,K Rabada,0,0,0,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,3.6,MA Agarwal,CH Gayle,K Rabada,0,1,1,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,4.1,MA Agarwal,CH Gayle,Avesh Khan,0,1,1,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,4.2,CH Gayle,MA Agarwal,Avesh Khan,0,1,1,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,4.3,MA Agarwal,CH Gayle,Avesh Khan,0,4,4,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,4.4,MA Agarwal,CH Gayle,Avesh Khan,0,0,0,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,4.5,MA Agarwal,CH Gayle,Avesh Khan,0,1,1,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,4.6,CH Gayle,MA Agarwal,Avesh Khan,0,4,4,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,5.1,MA Agarwal,CH Gayle,K Rabada,0,6,6,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,5.2,MA Agarwal,CH Gayle,K Rabada,0,0,0,,CH Gayle,bowled,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,5.3,MA Agarwal,DJ Malan,K Rabada,0,1,1,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,5.4,DJ Malan,MA Agarwal,K Rabada,0,2,2,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,5.5,DJ Malan,MA Agarwal,K Rabada,0,1,1,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
1st innings,Punjab Kings,Delhi Capitals,5.6,MA Agarwal,DJ Malan,K Rabada,0,0,0,,,,,PK vs DC 2021-05-02,AK Chaudhary,AY Dandekar,MA Agarwal,Delhi Capitals,Ahmedabad,"Narendra Modi Stadium, Ahmedabad",2021-05-02
