inning,batting_team,bowling_team,ball,non_striker,batsman,bowler,extra_runs,batsman_run,total_runs,extras,player_out,elimination_kind,fielders_caught,match_name,umpires_1,umpires_2,player_of_match,winner,city,venue,dates
1st innings,Punjab Kings,Delhi Capitals,0.1,MA Agarwal,KL Rahul,CR Woakes,0,0,0,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,0.2,MA Agarwal,KL Rahul,CR Woakes,0,0,0,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,0.3,MA Agarwal,KL Rahul,CR Woakes,0,0,0,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,0.4,MA Agarwal,KL Rahul,CR Woakes,0,4,4,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,0.5,MA Agarwal,KL Rahul,CR Woakes,0,0,0,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,0.6,MA Agarwal,KL Rahul,CR Woakes,0,1,1,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,1.1,MA Agarwal,KL Rahul,LI Meriwala,0,4,4,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,1.2,MA Agarwal,KL Rahul,LI Meriwala,0,1,1,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,1.3,KL Rahul,MA Agarwal,LI Meriwala,0,0,0,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,1.4,KL Rahul,MA Agarwal,LI Meriwala,1,4,5,noballs,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,1.5,KL Rahul,MA Agarwal,LI Meriwala,0,6,6,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,1.6,KL Rahul,MA Agarwal,LI Meriwala,0,0,0,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,1.7,KL Rahul,MA Agarwal,LI Meriwala,0,4,4,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,2.1,MA Agarwal,KL Rahul,CR Woakes,0,0,0,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,2.2,MA Agarwal,KL Rahul,CR Woakes,0,0,0,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,2.3,MA Agarwal,KL Rahul,CR Woakes,0,1,1,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,2.4,KL Rahul,MA Agarwal,CR Woakes,0,4,4,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,2.5,KL Rahul,MA Agarwal,CR Woakes,0,4,4,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,2.6,KL Rahul,MA Agarwal,CR Woakes,1,0,1,legbyes,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,3.1,KL Rahul,MA Agarwal,LI Meriwala,0,0,0,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,3.2,KL Rahul,MA Agarwal,LI Meriwala,0,2,2,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,3.3,KL Rahul,MA Agarwal,LI Meriwala,0,4,4,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,3.4,KL Rahul,MA Agarwal,LI Meriwala,0,1,1,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,3.5,MA Agarwal,KL Rahul,LI Meriwala,0,0,0,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,3.6,MA Agarwal,KL Rahul,LI Meriwala,0,1,1,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,4.1,MA Agarwal,KL Rahul,R Ashwin,0,0,0,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
1st innings,Punjab Kings,Delhi Capitals,4.2,MA Agarwal,KL Rahul,R Ashwin,0,1,1,,,,,PK vs DC 2021-04-18,AK Chaudhary,PR Reiffel,S Dhawan,Delhi Capitals,Mumbai,"Wankhede Stadium, Mumbai",2021-04-18
