inning,batting_team,bowling_team,ball,non_striker,batsman,bowler,extra_runs,batsman_run,total_runs,extras,player_out,elimination_kind,fielders_caught,match_name,umpires_1,umpires_2,player_of_match,winner,city,venue,dates
1st innings,Mumbai Indians,Punjab Kings,0.1,RG Sharma,Q de Kock,MC Henriques,0,1,1,,,,,MI vs PK 2021-04-23,C Shamshuddin,Nitin Menon,KL Rahul,Punjab Kings,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-23
1st innings,Mumbai Indians,Punjab Kings,0.2,Q de Kock,RG Sharma,MC Henriques,0,1,1,,,,,MI vs PK 2021-04-23,C Shamshuddin,Nitin Menon,KL Rahul,Punjab Kings,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-23
1st innings,Mumbai Indians,Punjab Kings,0.3,RG Sharma,Q de Kock,MC Henriques,0,0,0,,,,,MI vs PK 2021-04-23,C Shamshuddin,Nitin Menon,KL Rahul,Punjab Kings,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-23
1st innings,Mumbai Indians,Punjab Kings,0.4,RG Sharma,Q de Kock,MC Henriques,0,1,1,,,,,MI vs PK 2021-04-23,C Shamshuddin,Nitin Menon,KL Rahul,Punjab Kings,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-23
1st innings,Mumbai Indians,Punjab Kings,0.5,Q de Kock,RG Sharma,MC Henriques,0,0,0,,,,,MI vs PK 2021-04-23,C Shamshuddin,Nitin Menon,KL Rahul,Punjab Kings,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-23
1st innings,Mumbai Indians,Punjab Kings,0.6,Q de Kock,RG Sharma,MC Henriques,0,1,1,,,,,MI vs PK 2021-04-23,C Shamshuddin,Nitin Menon,KL Rahul,Punjab Kings,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-23
1st innings,Mumbai Indians,Punjab Kings,1.1,Q de Kock,RG Sharma,DJ Hooda,0,0,0,,,,,MI vs PK 2021-04-23,C Shamshuddin,Nitin Menon,KL Rahul,Punjab Kings,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-23
1st innings,Mumbai Indians,Punjab Kings,1.2,Q de Kock,RG Sharma,DJ Hooda,0,0,0,,,,,MI vs PK 2021-04-23,C Shamshuddin,Nitin Menon,KL Rahul,Punjab Kings,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-23
1st innings,Mumbai Indians,Punjab Kings,1.3,Q de Kock,RG Sharma,DJ Hooda,0,1,1,,,,,MI vs PK 2021-04-23,C Shamshuddin,Nitin Menon,KL Rahul,Punjab Kings,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-23
1st innings,Mumbai Indians,Punjab Kings,1.4,RG Sharma,Q de Kock,DJ Hooda,0,1,1,,,,,MI vs PK 2021-04-23,C Shamshuddin,Nitin Menon,KL Rahul,Punjab Kings,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-23
1st innings,Mumbai Indians,Punjab Kings,1.5,Q de Kock,RG Sharma,DJ Hooda,0,1,1,,,,,MI vs PK 2021-04-23,C Shamshuddin,Nitin Menon,KL Rahul,Punjab Kings,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-23
1st innings,Mumbai Indians,Punjab Kings,1.6,RG Sharma,Q de Kock,DJ Hooda,0,0,0,,Q de Kock,caught,MC Henriques,MI vs PK 2021-04-23,C Shamshuddin,Nitin Menon,KL Rahul,Punjab Kings,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-23
1st innings,Mumbai Indians,Punjab Kings,2.1,Ishan Kishan,RG Sharma,MC Henriques,0,0,0,,,,,MI vs PK 2021-04-23,C Shamshuddin,Nitin Menon,KL Rahul,Punjab Kings,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-23
1st innings,Mumbai Indians,Punjab Kings,2.2,Ishan Kishan,RG Sharma,MC Henriques,0,1,1,,,,,MI vs PK 2021-04-23,C Shamshuddin,Nitin Menon,KL Rahul,Punjab Kings,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-23
1st innings,Mumbai Indians,Punjab Kings,2.3,RG Sharma,Ishan Kishan,MC Henriques,0,0,0,,,,,MI vs PK 2021-04-23,C Shamshuddin,Nitin Menon,KL Rahul,Punjab Kings,Chennai,"MA Chidambaram Stadium, Chepauk, Chennai",2021-04-23
