inning,batting_team,bowling_team,ball,non_striker,batsman,bowler,extra_runs,batsman_run,total_runs,extras,player_out,elimination_kind,fielders_caught,match_name,umpires_1,umpires_2,player_of_match,winner,city,venue,dates
1st innings,Mumbai Indians,Kolkata Knight Riders,0.1,Q de Kock,RG Sharma,N Rana,0,4,4,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,0.2,Q de Kock,RG Sharma,N Rana,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,0.3,Q de Kock,RG Sharma,N Rana,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,0.4,Q de Kock,RG Sharma,N Rana,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,0.5,Q de Kock,RG Sharma,N Rana,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,0.6,RG Sharma,Q de Kock,N Rana,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,1.1,Q de Kock,RG Sharma,CV Varun,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,1.2,Q de Kock,RG Sharma,CV Varun,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,1.3,Q de Kock,RG Sharma,CV Varun,1,0,1,wides,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,1.4,Q de Kock,RG Sharma,CV Varun,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,1.5,RG Sharma,Q de Kock,CV Varun,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,1.6,RG Sharma,Q de Kock,CV Varun,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,1.7,Q de Kock,RG Sharma,CV Varun,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,2.1,Q de Kock,RG Sharma,SP Narine,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,2.2,RG Sharma,Q de Kock,SP Narine,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,2.3,Q de Kock,RG Sharma,SP Narine,0,4,4,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,2.4,Q de Kock,RG Sharma,SP Narine,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,2.5,RG Sharma,Q de Kock,SP Narine,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,2.6,RG Sharma,Q de Kock,SP Narine,0,4,4,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,3.1,Q de Kock,RG Sharma,CV Varun,0,4,4,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,3.2,Q de Kock,RG Sharma,CV Varun,0,4,4,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,3.3,Q de Kock,RG Sharma,CV Varun,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,3.4,Q de Kock,RG Sharma,CV Varun,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,3.5,RG Sharma,Q de Kock,CV Varun,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,3.6,RG Sharma,Q de Kock,CV Varun,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,4.1,Q de Kock,RG Sharma,LH Ferguson,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,4.2,RG Sharma,Q de Kock,LH Ferguson,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,4.3,RG Sharma,Q de Kock,LH Ferguson,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,4.4,Q de Kock,RG Sharma,LH Ferguson,0,2,2,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,4.5,Q de Kock,RG Sharma,LH Ferguson,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,4.6,RG Sharma,Q de Kock,LH Ferguson,0,6,6,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,5.1,Q de Kock,RG Sharma,M Prasidh Krishna,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,5.2,RG Sharma,Q de Kock,M Prasidh Krishna,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,5.3,RG Sharma,Q de Kock,M Prasidh Krishna,0,6,6,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,5.4,RG Sharma,Q de Kock,M Prasidh Krishna,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,5.5,RG Sharma,Q de Kock,M Prasidh Krishna,1,0,1,wides,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,5.6,RG Sharma,Q de Kock,M Prasidh Krishna,0,6,6,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,5.7,RG Sharma,Q de Kock,M Prasidh Krishna,0,2,2,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,6.1,Q de Kock,RG Sharma,SP Narine,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,6.2,RG Sharma,Q de Kock,SP Narine,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,6.3,Q de Kock,RG Sharma,SP Narine,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,6.4,Q de Kock,RG Sharma,SP Narine,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,6.5,Q de Kock,RG Sharma,SP Narine,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,6.6,RG Sharma,Q de Kock,SP Narine,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,7.1,RG Sharma,Q de Kock,CV Varun,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,7.2,Q de Kock,RG Sharma,CV Varun,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,7.3,RG Sharma,Q de Kock,CV Varun,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,7.4,RG Sharma,Q de Kock,CV Varun,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,7.5,Q de Kock,RG Sharma,CV Varun,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,7.6,Q de Kock,RG Sharma,CV Varun,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,8.1,RG Sharma,Q de Kock,AD Russell,0,4,4,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,8.2,RG Sharma,Q de Kock,AD Russell,0,4,4,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,8.3,RG Sharma,Q de Kock,AD Russell,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,8.4,Q de Kock,RG Sharma,AD Russell,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,8.5,RG Sharma,Q de Kock,AD Russell,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,8.6,Q de Kock,RG Sharma,AD Russell,1,0,1,wides,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,8.7,Q de Kock,RG Sharma,AD Russell,0,2,2,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,9.1,RG Sharma,Q de Kock,SP Narine,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,9.2,Q de Kock,RG Sharma,SP Narine,0,0,0,,RG Sharma,caught,Shubman Gill,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,9.3,Q de Kock,SA Yadav,SP Narine,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,9.4,Q de Kock,SA Yadav,SP Narine,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,9.5,Q de Kock,SA Yadav,SP Narine,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,9.6,SA Yadav,Q de Kock,SP Narine,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,10.1,SA Yadav,Q de Kock,CV Varun,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,10.2,Q de Kock,SA Yadav,CV Varun,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,10.3,SA Yadav,Q de Kock,CV Varun,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,10.4,Q de Kock,SA Yadav,CV Varun,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,10.5,SA Yadav,Q de Kock,CV Varun,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,10.6,Q de Kock,SA Yadav,CV Varun,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,11.1,Q de Kock,SA Yadav,SP Narine,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,11.2,Q de Kock,SA Yadav,SP Narine,1,0,1,legbyes,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,11.3,SA Yadav,Q de Kock,SP Narine,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,11.4,SA Yadav,Q de Kock,SP Narine,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,11.5,SA Yadav,Q de Kock,SP Narine,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,11.6,Q de Kock,SA Yadav,SP Narine,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,12.1,Q de Kock,SA Yadav,M Prasidh Krishna,0,0,0,,SA Yadav,caught,KD Karthik,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,12.2,Q de Kock,Ishan Kishan,M Prasidh Krishna,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,12.3,Q de Kock,Ishan Kishan,M Prasidh Krishna,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,12.4,Q de Kock,Ishan Kishan,M Prasidh Krishna,0,2,2,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,12.5,Q de Kock,Ishan Kishan,M Prasidh Krishna,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,12.6,Ishan Kishan,Q de Kock,M Prasidh Krishna,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,13.1,Ishan Kishan,Q de Kock,LH Ferguson,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,13.2,Q de Kock,Ishan Kishan,LH Ferguson,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,13.3,Ishan Kishan,Q de Kock,LH Ferguson,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,13.4,Ishan Kishan,Q de Kock,LH Ferguson,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,13.5,Q de Kock,Ishan Kishan,LH Ferguson,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,13.6,Ishan Kishan,Q de Kock,LH Ferguson,0,4,4,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,14.1,Q de Kock,Ishan Kishan,M Prasidh Krishna,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,14.2,Ishan Kishan,Q de Kock,M Prasidh Krishna,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,14.3,Ishan Kishan,Q de Kock,M Prasidh Krishna,0,1,1,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,14.4,Q de Kock,Ishan Kishan,M Prasidh Krishna,1,1,2,noballs,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,14.5,Ishan Kishan,Q de Kock,M Prasidh Krishna,1,0,1,wides,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
1st innings,Mumbai Indians,Kolkata Knight Riders,14.6,Ishan Kishan,Q de Kock,M Prasidh Krishna,0,0,0,,,,,MI vs KKR 2021-09-23,S Ravi,VK Sharma,SP Narine,Kolkata Knight Riders,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",2021-09-23
